"","x"
"377","So far love this phone.  Have only had little over a week but working great.
            "
"378","I got my phone yesterday and had to get a straight talk activation kit just to get a new min sim the phone works great and came in new condition doesn't even look used and it came with the right charger as well it charges great and can keep a charge all day almost
            "
"379","The phone looks and works like new. Latest Android OS already loaded...couldn't be happier!
            "
"380","I need returning label for this productIt didn¡¯t work to other carriers
            "
"381","Recieved phone in an undamaged box. Upon ondening the box the phone was cracked in bottom left corner
            "
"382","Not user friendly.  Lots of ads and extraneous garbage. Poor battery life.  I hated it
            "
"383","after the first hard drive crash it has been fine
            "
"384","The screen is black quit working but it still gets Notification
            "
"385","Battery backup is not good & it become hot after half an hour
            "
"386","Phone got really hot when charging. Battery life really sucks
            "
"387","Great condition and quality, absolutely cannot beat the price!
            "
"388","Everything has gone great so far.
            "
"389","Great phone good battery, great picture quality, and sturty built.
            "
"390","runs slow data is jumpy freezes will never buy another refurbished phone
            "
"391","No dislike
            "
